,Country,Job Title,Rural,Quantity,Percentage
3983,Germany,No job,Urban,3947,4090.58%
3988,Netherlands,No job,Urban,3947,4090.58%
3989,Netherlands,No job,Urban,3947,4090.58%
3990,Hungary,No job,Urban,3947,4090.58%
3992,Austria,No job,Urban,3947,4090.58%
3996,Spain,No job,Urban,3947,4090.58%
3999,Slovakia,No job,Urban,3947,4090.58%
4000,Austria,No job,Rural,3947,4090.58%
4002,Spain,No job,Urban,3947,4090.58%
4006,Germany,No job,Urban,3947,4090.58%
4007,Czechia,No job,Urban,3947,4090.58%
4009,Spain,No job,Urban,3947,4090.58%
4013,France,No job,Urban,3947,4090.58%
4014,Poland,No job,Urban,3947,4090.58%
4016,Netherlands,No job,Rural,3947,4090.58%
4018,Spain,No job,Urban,3947,4090.58%
4022,Spain,No job,Urban,3947,4090.58%
4023,Great Britain,No job,Urban,3947,4090.58%
4025,Netherlands,No job,Urban,3947,4090.58%
4032,Bulgaria,No job,Urban,3947,4090.58%
4036,Italy,No job,Rural,3947,4090.58%
4038,Lithuania,No job,Rural,3947,4090.58%
4041,France,No job,Urban,3947,4090.58%
4043,Poland,No job,Urban,3947,4090.58%
4053,Great Britain,No job,Urban,3947,4090.58%
4054,Czechia,No job,Urban,3947,4090.58%
4055,Ireland,No job,Urban,3947,4090.58%
4058,Italy,No job,Urban,3947,4090.58%
4063,Germany,No job,Urban,3947,4090.58%
4065,Hungary,No job,Rural,3947,4090.58%
4066,Italy,No job,Urban,3947,4090.58%
4069,Germany,No job,Urban,3947,4090.58%
4071,Germany,No job,Urban,3947,4090.58%
4078,Germany,No job,Urban,3947,4090.58%
4080,Great Britain,No job,Rural,3947,4090.58%
4083,Denmark,No job,Urban,3947,4090.58%
4085,Bulgaria,No job,Urban,3947,4090.58%
4089,Germany,No job,Urban,3947,4090.58%
4092,Great Britain,No job,Urban,3947,4090.58%
4096,Poland,No job,Urban,3947,4090.58%
4097,Poland,No job,Urban,3947,4090.58%
4100,Netherlands,No job,Urban,3947,4090.58%
4102,Hungary,No job,Urban,3947,4090.58%
4103,Spain,No job,Urban,3947,4090.58%
4104,Italy,No job,Urban,3947,4090.58%
4108,Germany,No job,Urban,3947,4090.58%
4111,Italy,No job,Urban,3947,4090.58%
4113,Ireland,No job,Urban,3947,4090.58%
4114,Netherlands,No job,Urban,3947,4090.58%
4118,Spain,No job,Urban,3947,4090.58%
4126,Greece,No job,Urban,3947,4090.58%
4132,Italy,No job,Urban,3947,4090.58%
4134,Greece,No job,Urban,3947,4090.58%
4135,Great Britain,No job,Urban,3947,4090.58%
4139,France,No job,Urban,3947,4090.58%
4140,Great Britain,No job,Urban,3947,4090.58%
4141,Poland,No job,Urban,3947,4090.58%
4142,Germany,No job,Urban,3947,4090.58%
4146,Great Britain,No job,Urban,3947,4090.58%
4150,Great Britain,No job,Urban,3947,4090.58%
4153,Belgium,No job,Urban,3947,4090.58%
4154,France,No job,Urban,3947,4090.58%
4159,Great Britain,No job,Urban,3947,4090.58%
4161,Poland,No job,Urban,3947,4090.58%
4162,Spain,No job,Urban,3947,4090.58%
4167,Germany,No job,Urban,3947,4090.58%
4169,Poland,No job,Urban,3947,4090.58%
4170,Romania,No job,Urban,3947,4090.58%
4171,Poland,No job,Urban,3947,4090.58%
4172,France,No job,Urban,3947,4090.58%
4173,Spain,No job,Urban,3947,4090.58%
4174,Great Britain,No job,Urban,3947,4090.58%
4178,Great Britain,No job,Urban,3947,4090.58%
4181,Romania,No job,Urban,3947,4090.58%
4184,France,No job,Urban,3947,4090.58%
4185,Great Britain,No job,Urban,3947,4090.58%
4186,Germany,No job,Urban,3947,4090.58%
4187,Poland,No job,Urban,3947,4090.58%
4188,France,No job,Rural,3947,4090.58%
4189,Germany,No job,Urban,3947,4090.58%
4190,Italy,No job,Urban,3947,4090.58%
4193,Croatia,No job,Urban,3947,4090.58%
4196,Sweden,No job,Rural,3947,4090.58%
4200,France,No job,Urban,3947,4090.58%
4203,Great Britain,No job,Urban,3947,4090.58%
4206,Hungary,No job,Urban,3947,4090.58%
4209,Spain,No job,Urban,3947,4090.58%
4211,Italy,No job,Rural,3947,4090.58%
4214,Germany,No job,Urban,3947,4090.58%
4217,Germany,No job,Urban,3947,4090.58%
4219,Great Britain,No job,Urban,3947,4090.58%
4220,Great Britain,No job,Urban,3947,4090.58%
4221,Great Britain,No job,Urban,3947,4090.58%
4223,Slovakia,No job,Urban,3947,4090.58%
4226,Spain,No job,Urban,3947,4090.58%
4227,Romania,No job,Urban,3947,4090.58%
4230,Germany,No job,Urban,3947,4090.58%
4233,Germany,No job,Urban,3947,4090.58%
4238,Italy,No job,Urban,3947,4090.58%
4239,Spain,No job,Urban,3947,4090.58%
4241,Netherlands,No job,Rural,3947,4090.58%
4243,Great Britain,No job,Urban,3947,4090.58%
4244,Netherlands,No job,Urban,3947,4090.58%
4246,France,No job,Urban,3947,4090.58%
4247,Great Britain,No job,Urban,3947,4090.58%
4251,Great Britain,No job,Urban,3947,4090.58%
4252,Portugal,No job,Urban,3947,4090.58%
4257,Italy,No job,Urban,3947,4090.58%
4258,Germany,No job,Rural,3947,4090.58%
4259,Great Britain,No job,Urban,3947,4090.58%
4260,Germany,No job,Urban,3947,4090.58%
4262,France,No job,Urban,3947,4090.58%
4266,Great Britain,No job,Urban,3947,4090.58%
4268,Germany,No job,Urban,3947,4090.58%
4271,Italy,No job,Urban,3947,4090.58%
4273,Spain,No job,Urban,3947,4090.58%
4275,Great Britain,No job,Urban,3947,4090.58%
4277,Belgium,No job,Urban,3947,4090.58%
4280,Italy,No job,Urban,3947,4090.58%
4281,Germany,No job,Urban,3947,4090.58%
4282,Netherlands,No job,Urban,3947,4090.58%
4283,Spain,No job,Urban,3947,4090.58%
4288,Spain,No job,Urban,3947,4090.58%
4289,Poland,No job,Urban,3947,4090.58%
4291,Czechia,No job,Urban,3947,4090.58%
4292,Germany,No job,Urban,3947,4090.58%
4295,Poland,No job,Urban,3947,4090.58%
4297,Spain,No job,Urban,3947,4090.58%
4298,Great Britain,No job,Urban,3947,4090.58%
4301,Germany,No job,Urban,3947,4090.58%
4302,Romania,No job,Urban,3947,4090.58%
4303,France,No job,Urban,3947,4090.58%
4304,Poland,No job,Urban,3947,4090.58%
4308,Romania,No job,Urban,3947,4090.58%
4310,Great Britain,No job,Rural,3947,4090.58%
4313,France,No job,Urban,3947,4090.58%
4315,Great Britain,No job,Urban,3947,4090.58%
4319,Italy,No job,Rural,3947,4090.58%
4320,Netherlands,No job,Urban,3947,4090.58%
4322,Great Britain,No job,Urban,3947,4090.58%
4323,Italy,No job,Urban,3947,4090.58%
4325,Germany,No job,Urban,3947,4090.58%
4326,France,No job,Urban,3947,4090.58%
4328,Slovakia,No job,Urban,3947,4090.58%
4329,Germany,No job,Urban,3947,4090.58%
4333,Germany,No job,Urban,3947,4090.58%
4335,Spain,No job,Urban,3947,4090.58%
4336,Great Britain,No job,Rural,3947,4090.58%
4337,Romania,No job,Rural,3947,4090.58%
4340,Germany,No job,Urban,3947,4090.58%
4341,Spain,No job,Urban,3947,4090.58%
4342,Spain,No job,Urban,3947,4090.58%
4345,Great Britain,No job,Urban,3947,4090.58%
4348,Spain,No job,Urban,3947,4090.58%
4352,Germany,No job,Urban,3947,4090.58%
4353,Hungary,No job,Urban,3947,4090.58%
4356,Italy,No job,Urban,3947,4090.58%
4357,France,No job,Rural,3947,4090.58%
4358,Italy,No job,Urban,3947,4090.58%
4359,Poland,No job,Urban,3947,4090.58%
4360,Germany,No job,Urban,3947,4090.58%
4365,Netherlands,No job,Rural,3947,4090.58%
4367,Portugal,No job,Urban,3947,4090.58%
4368,Slovenia,No job,Urban,3947,4090.58%
4369,Great Britain,No job,Urban,3947,4090.58%
4370,Poland,No job,Urban,3947,4090.58%
4372,Italy,No job,Urban,3947,4090.58%
4376,Italy,No job,Urban,3947,4090.58%
4379,Great Britain,No job,Urban,3947,4090.58%
4388,Netherlands,No job,Rural,3947,4090.58%
4393,Denmark,No job,Urban,3947,4090.58%
4394,Germany,No job,Urban,3947,4090.58%
4396,Sweden,No job,Urban,3947,4090.58%
4398,Germany,No job,Urban,3947,4090.58%
4401,France,No job,Urban,3947,4090.58%
4402,Poland,No job,Urban,3947,4090.58%
4403,Germany,No job,Urban,3947,4090.58%
4406,France,No job,Urban,3947,4090.58%
4407,Portugal,No job,Urban,3947,4090.58%
4411,Poland,No job,Urban,3947,4090.58%
4413,Spain,No job,Urban,3947,4090.58%
4415,Spain,No job,Urban,3947,4090.58%
4416,Great Britain,No job,Urban,3947,4090.58%
4418,France,No job,Urban,3947,4090.58%
4424,France,No job,Urban,3947,4090.58%
4425,Poland,No job,Urban,3947,4090.58%
4426,Italy,No job,Urban,3947,4090.58%
4428,Netherlands,No job,Rural,3947,4090.58%
4430,France,No job,Urban,3947,4090.58%
4431,Spain,No job,Urban,3947,4090.58%
4432,Austria,No job,Urban,3947,4090.58%
4436,Poland,No job,Urban,3947,4090.58%
4437,Germany,No job,Urban,3947,4090.58%
4438,Spain,No job,Urban,3947,4090.58%
4439,Germany,No job,Urban,3947,4090.58%
4442,Latvia,No job,Urban,3947,4090.58%
4443,Great Britain,No job,Urban,3947,4090.58%
4444,France,No job,Urban,3947,4090.58%
4446,Poland,No job,Urban,3947,4090.58%
4447,Great Britain,No job,Urban,3947,4090.58%
4449,France,No job,Urban,3947,4090.58%
4450,Germany,No job,Urban,3947,4090.58%
4455,Czechia,No job,Rural,3947,4090.58%
4456,Sweden,No job,Rural,3947,4090.58%
4460,France,No job,Urban,3947,4090.58%
4462,Denmark,No job,Urban,3947,4090.58%
4463,Spain,No job,Urban,3947,4090.58%
4464,Czechia,No job,Urban,3947,4090.58%
4466,France,No job,Urban,3947,4090.58%
4468,Italy,No job,Urban,3947,4090.58%
4469,Germany,No job,Urban,3947,4090.58%
4473,Denmark,No job,Rural,3947,4090.58%
4474,Spain,No job,Urban,3947,4090.58%
4476,Germany,No job,Urban,3947,4090.58%
4478,Germany,No job,Urban,3947,4090.58%
4479,Great Britain,No job,Urban,3947,4090.58%
4481,Poland,No job,Urban,3947,4090.58%
4483,Latvia,No job,Urban,3947,4090.58%
4484,Denmark,No job,Urban,3947,4090.58%
4490,Spain,No job,Urban,3947,4090.58%
4492,France,No job,Urban,3947,4090.58%
4494,Great Britain,No job,Urban,3947,4090.58%
4496,Sweden,No job,Rural,3947,4090.58%
4499,Great Britain,No job,Urban,3947,4090.58%
4500,France,No job,Urban,3947,4090.58%
4502,Great Britain,No job,Urban,3947,4090.58%
4503,France,No job,Urban,3947,4090.58%
4510,Germany,No job,Urban,3947,4090.58%
4514,Romania,No job,Urban,3947,4090.58%
4521,Germany,No job,Urban,3947,4090.58%
4523,France,No job,Urban,3947,4090.58%
4525,Germany,No job,Urban,3947,4090.58%
4527,Italy,No job,Urban,3947,4090.58%
4530,Germany,No job,Urban,3947,4090.58%
4531,Germany,No job,Urban,3947,4090.58%
4537,France,No job,Urban,3947,4090.58%
4539,Great Britain,No job,Urban,3947,4090.58%
4542,Poland,No job,Urban,3947,4090.58%
4544,Bulgaria,No job,Urban,3947,4090.58%
4546,Poland,No job,Urban,3947,4090.58%
4547,Spain,No job,Urban,3947,4090.58%
4548,Croatia,No job,Urban,3947,4090.58%
4549,Spain,No job,Urban,3947,4090.58%
4550,Poland,No job,Urban,3947,4090.58%
4560,Great Britain,No job,Urban,3947,4090.58%
4562,Germany,No job,Urban,3947,4090.58%
4563,Italy,No job,Urban,3947,4090.58%
4570,Austria,No job,Urban,3947,4090.58%
4572,Poland,No job,Urban,3947,4090.58%
4577,Sweden,No job,Rural,3947,4090.58%
4578,Germany,No job,Urban,3947,4090.58%
4580,Italy,No job,Urban,3947,4090.58%
4582,Poland,No job,Urban,3947,4090.58%
4583,France,No job,Urban,3947,4090.58%
4584,Germany,No job,Urban,3947,4090.58%
4586,France,No job,Rural,3947,4090.58%
4588,Bulgaria,No job,Rural,3947,4090.58%
4589,Germany,No job,Rural,3947,4090.58%
4591,Germany,No job,Urban,3947,4090.58%
4592,France,No job,Urban,3947,4090.58%
4595,Italy,No job,Urban,3947,4090.58%
4599,Italy,No job,Urban,3947,4090.58%
4604,Great Britain,No job,Urban,3947,4090.58%
4609,Germany,No job,Rural,3947,4090.58%
4610,Cyprus,No job,Urban,3947,4090.58%
4611,Great Britain,No job,Urban,3947,4090.58%
4613,France,No job,Urban,3947,4090.58%
4614,Poland,No job,Urban,3947,4090.58%
4616,Hungary,No job,Urban,3947,4090.58%
4617,Sweden,No job,Urban,3947,4090.58%
4618,Italy,No job,Urban,3947,4090.58%
4619,Hungary,No job,Urban,3947,4090.58%
4623,Austria,No job,Rural,3947,4090.58%
4628,Poland,No job,Urban,3947,4090.58%
4630,Italy,No job,Urban,3947,4090.58%
4634,Ireland,No job,Urban,3947,4090.58%
4636,Romania,No job,Urban,3947,4090.58%
4638,Austria,No job,Urban,3947,4090.58%
4642,Germany,No job,Urban,3947,4090.58%
4643,Italy,No job,Urban,3947,4090.58%
4644,Spain,No job,Urban,3947,4090.58%
4646,Sweden,No job,Urban,3947,4090.58%
4647,Italy,No job,Rural,3947,4090.58%
4649,Germany,No job,Urban,3947,4090.58%
4655,Spain,No job,Urban,3947,4090.58%
4657,Italy,No job,Urban,3947,4090.58%
4659,Great Britain,No job,Urban,3947,4090.58%
4662,Spain,No job,Urban,3947,4090.58%
4663,Portugal,No job,Urban,3947,4090.58%
4664,Croatia,No job,Urban,3947,4090.58%
4666,Netherlands,No job,Urban,3947,4090.58%
4673,Italy,No job,Urban,3947,4090.58%
4674,Slovakia,No job,Urban,3947,4090.58%
4677,Italy,No job,Rural,3947,4090.58%
4680,Great Britain,No job,Urban,3947,4090.58%
4681,Spain,No job,Urban,3947,4090.58%
4686,Great Britain,No job,Urban,3947,4090.58%
4688,Italy,No job,Urban,3947,4090.58%
4695,Netherlands,No job,Urban,3947,4090.58%
4697,France,No job,Urban,3947,4090.58%
4699,Italy,No job,Urban,3947,4090.58%
4700,France,No job,Urban,3947,4090.58%
4702,Great Britain,No job,Urban,3947,4090.58%
4703,France,No job,Urban,3947,4090.58%
4705,Germany,No job,Urban,3947,4090.58%
4707,Italy,No job,Urban,3947,4090.58%
4712,Germany,No job,Urban,3947,4090.58%
4713,Czechia,No job,Rural,3947,4090.58%
4718,Great Britain,No job,Urban,3947,4090.58%
4721,Portugal,No job,Urban,3947,4090.58%
4725,France,No job,Urban,3947,4090.58%
4726,Italy,No job,Urban,3947,4090.58%
4728,Spain,No job,Rural,3947,4090.58%
4729,Great Britain,No job,Urban,3947,4090.58%
4732,Hungary,No job,Urban,3947,4090.58%
4735,France,No job,Urban,3947,4090.58%
4736,Germany,No job,Urban,3947,4090.58%
4738,France,No job,Rural,3947,4090.58%
4739,Spain,No job,Urban,3947,4090.58%
4744,Italy,No job,Urban,3947,4090.58%
4748,Germany,No job,Urban,3947,4090.58%
4749,Italy,No job,Urban,3947,4090.58%
4751,France,No job,Urban,3947,4090.58%
4754,Netherlands,No job,Urban,3947,4090.58%
4755,Great Britain,No job,Urban,3947,4090.58%
4763,Italy,No job,Urban,3947,4090.58%
4764,Great Britain,No job,Rural,3947,4090.58%
4767,Italy,No job,Urban,3947,4090.58%
4768,Poland,No job,Rural,3947,4090.58%
4770,Great Britain,No job,Urban,3947,4090.58%
4774,France,No job,Urban,3947,4090.58%
4776,Denmark,No job,Urban,3947,4090.58%
4777,Germany,No job,Rural,3947,4090.58%
4778,Poland,No job,Urban,3947,4090.58%
4781,Greece,No job,Urban,3947,4090.58%
4782,Spain,No job,Urban,3947,4090.58%
4783,France,No job,Urban,3947,4090.58%
4787,Italy,No job,Urban,3947,4090.58%
4792,Poland,No job,Urban,3947,4090.58%
4794,Poland,No job,Urban,3947,4090.58%
4796,Hungary,No job,Urban,3947,4090.58%
4799,Spain,No job,Urban,3947,4090.58%
4800,France,No job,Rural,3947,4090.58%
4803,Croatia,No job,Urban,3947,4090.58%
4804,France,No job,Urban,3947,4090.58%
4806,Belgium,No job,Urban,3947,4090.58%
4816,France,No job,Urban,3947,4090.58%
4817,Czechia,No job,Urban,3947,4090.58%
4828,Germany,No job,Urban,3947,4090.58%
4829,Austria,No job,Rural,3947,4090.58%
4830,Netherlands,No job,Urban,3947,4090.58%
4833,Italy,No job,Urban,3947,4090.58%
4834,France,No job,Rural,3947,4090.58%
4836,France,No job,Rural,3947,4090.58%
4839,Italy,No job,Urban,3947,4090.58%
4840,Spain,No job,Urban,3947,4090.58%
4841,Poland,No job,Urban,3947,4090.58%
4843,Germany,No job,Urban,3947,4090.58%
4844,Hungary,No job,Urban,3947,4090.58%
4845,Italy,No job,Urban,3947,4090.58%
4846,Great Britain,No job,Urban,3947,4090.58%
4852,Belgium,No job,Urban,3947,4090.58%
4853,Germany,No job,Urban,3947,4090.58%
4854,Greece,No job,Urban,3947,4090.58%
4866,Germany,No job,Urban,3947,4090.58%
4867,Great Britain,No job,Urban,3947,4090.58%
4869,Germany,No job,Urban,3947,4090.58%
4870,Germany,No job,Urban,3947,4090.58%
4873,Great Britain,No job,Urban,3947,4090.58%
4879,France,No job,Urban,3947,4090.58%
4881,Poland,No job,Urban,3947,4090.58%
4884,Spain,No job,Urban,3947,4090.58%
4887,Greece,No job,Urban,3947,4090.58%
4890,Great Britain,No job,Urban,3947,4090.58%
4891,Netherlands,No job,Urban,3947,4090.58%
4892,Romania,No job,Urban,3947,4090.58%
4893,Germany,No job,Urban,3947,4090.58%
4895,Italy,No job,Urban,3947,4090.58%
4897,Spain,No job,Urban,3947,4090.58%
4900,France,No job,Rural,3947,4090.58%
4901,Italy,No job,Urban,3947,4090.58%
4903,Spain,No job,Urban,3947,4090.58%
4904,Germany,No job,Urban,3947,4090.58%
4905,Hungary,No job,Urban,3947,4090.58%
4906,Poland,No job,Urban,3947,4090.58%
4909,Spain,No job,Rural,3947,4090.58%
4910,Hungary,No job,Urban,3947,4090.58%
4911,Great Britain,No job,Urban,3947,4090.58%
4913,France,No job,Urban,3947,4090.58%
4914,Great Britain,No job,Urban,3947,4090.58%
4916,Italy,No job,Urban,3947,4090.58%
4917,Austria,No job,Urban,3947,4090.58%
4919,Great Britain,No job,Urban,3947,4090.58%
4921,Poland,No job,Urban,3947,4090.58%
4923,Great Britain,No job,Rural,3947,4090.58%
4924,Portugal,No job,Urban,3947,4090.58%
4926,Spain,No job,Urban,3947,4090.58%
4928,Great Britain,No job,Urban,3947,4090.58%
4931,Sweden,No job,Urban,3947,4090.58%
4932,Denmark,No job,Urban,3947,4090.58%
4933,Great Britain,No job,Urban,3947,4090.58%
4934,Spain,No job,Urban,3947,4090.58%
4940,Germany,No job,Urban,3947,4090.58%
4941,Great Britain,No job,Urban,3947,4090.58%
4946,Sweden,No job,Urban,3947,4090.58%
4947,Spain,No job,Rural,3947,4090.58%
4951,Italy,No job,Urban,3947,4090.58%
4952,Sweden,No job,Urban,3947,4090.58%
4954,Great Britain,No job,Urban,3947,4090.58%
4956,France,No job,Urban,3947,4090.58%
4958,Great Britain,No job,Urban,3947,4090.58%
4959,Germany,No job,Urban,3947,4090.58%
4960,France,No job,Urban,3947,4090.58%
4961,Netherlands,No job,Urban,3947,4090.58%
4962,Italy,No job,Urban,3947,4090.58%
4966,Finland,No job,Urban,3947,4090.58%
4967,France,No job,Urban,3947,4090.58%
4969,Greece,No job,Urban,3947,4090.58%
4972,Great Britain,No job,Urban,3947,4090.58%
4974,Poland,No job,Urban,3947,4090.58%
4975,France,No job,Urban,3947,4090.58%
4976,Poland,No job,Urban,3947,4090.58%
4985,Great Britain,No job,Urban,3947,4090.58%
4986,Spain,No job,Urban,3947,4090.58%
4987,Portugal,No job,Urban,3947,4090.58%
4989,France,No job,Urban,3947,4090.58%
4992,Great Britain,No job,Urban,3947,4090.58%
4993,Czechia,No job,Urban,3947,4090.58%
4994,France,No job,Urban,3947,4090.58%
4998,Germany,No job,Urban,3947,4090.58%
4999,Germany,No job,Urban,3947,4090.58%
5001,France,No job,Urban,3947,4090.58%
5002,Germany,No job,Urban,3947,4090.58%
5005,Croatia,No job,Urban,3947,4090.58%
5008,Czechia,No job,Urban,3947,4090.58%
5009,Netherlands,No job,Urban,3947,4090.58%
5010,Germany,No job,Urban,3947,4090.58%
5011,France,No job,Urban,3947,4090.58%
5012,France,No job,Urban,3947,4090.58%
5018,Spain,No job,Urban,3947,4090.58%
5020,Great Britain,No job,Rural,3947,4090.58%
5021,France,No job,Urban,3947,4090.58%
5023,Slovenia,No job,Urban,3947,4090.58%
5025,Italy,No job,Urban,3947,4090.58%
5026,Great Britain,No job,Urban,3947,4090.58%
5027,Italy,No job,Rural,3947,4090.58%
5029,Germany,No job,Urban,3947,4090.58%
5031,Romania,No job,Urban,3947,4090.58%
5033,Italy,No job,Urban,3947,4090.58%
5034,Italy,No job,Urban,3947,4090.58%
5036,Great Britain,No job,Urban,3947,4090.58%
5037,Great Britain,No job,Urban,3947,4090.58%
5038,Spain,No job,Urban,3947,4090.58%
5039,France,No job,Urban,3947,4090.58%
5040,Great Britain,No job,Urban,3947,4090.58%
5043,Great Britain,No job,Urban,3947,4090.58%
5045,Ireland,No job,Urban,3947,4090.58%
5046,Spain,No job,Urban,3947,4090.58%
5048,Great Britain,No job,Rural,3947,4090.58%
5050,France,No job,Urban,3947,4090.58%
5054,Great Britain,No job,Urban,3947,4090.58%
5056,Italy,No job,Urban,3947,4090.58%
5059,France,No job,Urban,3947,4090.58%
5060,Estonia,No job,Urban,3947,4090.58%
5061,Hungary,No job,Urban,3947,4090.58%
5064,Great Britain,No job,Urban,3947,4090.58%
5070,Netherlands,No job,Urban,3947,4090.58%
5078,France,No job,Urban,3947,4090.58%
5079,Spain,No job,Urban,3947,4090.58%
5080,Germany,No job,Urban,3947,4090.58%
5083,France,No job,Rural,3947,4090.58%
5085,Great Britain,No job,Urban,3947,4090.58%
5088,Germany,No job,Rural,3947,4090.58%
5089,Greece,No job,Rural,3947,4090.58%
5090,Great Britain,No job,Urban,3947,4090.58%
5092,Germany,No job,Urban,3947,4090.58%
5094,Germany,No job,Urban,3947,4090.58%
5097,Great Britain,No job,Urban,3947,4090.58%
5103,Netherlands,No job,Urban,3947,4090.58%
5104,Greece,No job,Urban,3947,4090.58%
5107,Germany,No job,Urban,3947,4090.58%
5109,Slovakia,No job,Urban,3947,4090.58%
5111,Spain,No job,Urban,3947,4090.58%
5112,Germany,No job,Urban,3947,4090.58%
5113,Italy,No job,Urban,3947,4090.58%
5114,France,No job,Urban,3947,4090.58%
5115,Austria,No job,Urban,3947,4090.58%
5127,France,No job,Urban,3947,4090.58%
5128,Italy,No job,Urban,3947,4090.58%
5130,Italy,No job,Rural,3947,4090.58%
5131,Spain,No job,Urban,3947,4090.58%
5135,Hungary,No job,Urban,3947,4090.58%
5136,Netherlands,No job,Rural,3947,4090.58%
5137,France,No job,Urban,3947,4090.58%
5139,Great Britain,No job,Urban,3947,4090.58%
5144,Greece,No job,Rural,3947,4090.58%
5147,Great Britain,No job,Urban,3947,4090.58%
5148,Czechia,No job,Urban,3947,4090.58%
5152,Germany,No job,Urban,3947,4090.58%
5153,Great Britain,No job,Urban,3947,4090.58%
5157,Great Britain,No job,Urban,3947,4090.58%
5158,Poland,No job,Urban,3947,4090.58%
5163,Italy,No job,Urban,3947,4090.58%
5164,France,No job,Urban,3947,4090.58%
5165,Italy,No job,Urban,3947,4090.58%
5170,France,No job,Urban,3947,4090.58%
5177,France,No job,Urban,3947,4090.58%
5179,Great Britain,No job,Urban,3947,4090.58%
5182,Poland,No job,Urban,3947,4090.58%
5183,France,No job,Urban,3947,4090.58%
5185,Portugal,No job,Urban,3947,4090.58%
5188,Poland,No job,Urban,3947,4090.58%
5189,Great Britain,No job,Urban,3947,4090.58%
5190,France,No job,Urban,3947,4090.58%
5193,Germany,No job,Rural,3947,4090.58%
5195,Italy,No job,Urban,3947,4090.58%
5201,Spain,No job,Urban,3947,4090.58%
5204,Germany,No job,Urban,3947,4090.58%
5205,Great Britain,No job,Rural,3947,4090.58%
5206,Great Britain,No job,Urban,3947,4090.58%
5209,Hungary,No job,Urban,3947,4090.58%
5210,Poland,No job,Urban,3947,4090.58%
5213,Spain,No job,Urban,3947,4090.58%
5215,Spain,No job,Urban,3947,4090.58%
5216,France,No job,Urban,3947,4090.58%
5217,France,No job,Rural,3947,4090.58%
5219,Hungary,No job,Urban,3947,4090.58%
5227,France,No job,Rural,3947,4090.58%
5228,Latvia,No job,Urban,3947,4090.58%
5236,Romania,No job,Urban,3947,4090.58%
5238,Spain,No job,Urban,3947,4090.58%
5244,France,No job,Urban,3947,4090.58%
5247,France,No job,Urban,3947,4090.58%
5257,Great Britain,No job,Rural,3947,4090.58%
5259,Germany,No job,Urban,3947,4090.58%
5260,Germany,No job,Urban,3947,4090.58%
5262,France,No job,Urban,3947,4090.58%
5263,Great Britain,No job,Urban,3947,4090.58%
5264,Germany,No job,Rural,3947,4090.58%
5265,Austria,No job,Urban,3947,4090.58%
5266,Germany,No job,Urban,3947,4090.58%
5275,Poland,No job,Urban,3947,4090.58%
5282,France,No job,Urban,3947,4090.58%
5283,France,No job,Urban,3947,4090.58%
5286,Spain,No job,Urban,3947,4090.58%
5288,Germany,No job,Urban,3947,4090.58%
5290,Luxembourg,No job,Urban,3947,4090.58%
5294,France,No job,Urban,3947,4090.58%
5295,Greece,No job,Urban,3947,4090.58%
5297,Sweden,No job,Urban,3947,4090.58%
5304,Spain,No job,Urban,3947,4090.58%
5305,France,No job,Urban,3947,4090.58%
5306,France,No job,Urban,3947,4090.58%
5307,Austria,No job,Urban,3947,4090.58%
5308,Germany,No job,Urban,3947,4090.58%
5318,Portugal,No job,Urban,3947,4090.58%
5323,Austria,No job,Rural,3947,4090.58%
5325,Czechia,No job,Urban,3947,4090.58%
5326,Hungary,No job,Urban,3947,4090.58%
5327,Germany,No job,Urban,3947,4090.58%
5329,Belgium,No job,Urban,3947,4090.58%
5330,Italy,No job,Urban,3947,4090.58%
5336,Hungary,No job,Urban,3947,4090.58%
5341,Poland,No job,Urban,3947,4090.58%
5346,France,No job,Urban,3947,4090.58%
5348,Poland,No job,Urban,3947,4090.58%
5349,Germany,No job,Urban,3947,4090.58%
5351,France,No job,Urban,3947,4090.58%
5352,Cyprus,No job,Urban,3947,4090.58%
5353,Romania,No job,Urban,3947,4090.58%
5355,Spain,No job,Urban,3947,4090.58%
5359,Great Britain,No job,Urban,3947,4090.58%
5360,Poland,No job,Rural,3947,4090.58%
5361,France,No job,Urban,3947,4090.58%
5362,Poland,No job,Urban,3947,4090.58%
5366,France,No job,Urban,3947,4090.58%
5369,Poland,No job,Urban,3947,4090.58%
5370,Netherlands,No job,Urban,3947,4090.58%
5372,Germany,No job,Rural,3947,4090.58%
5374,Great Britain,No job,Urban,3947,4090.58%
5377,Portugal,No job,Urban,3947,4090.58%
5378,France,No job,Urban,3947,4090.58%
5381,Estonia,No job,Urban,3947,4090.58%
5382,Germany,No job,Urban,3947,4090.58%
5385,Italy,No job,Urban,3947,4090.58%
5387,Slovakia,No job,Urban,3947,4090.58%
5388,Finland,No job,Urban,3947,4090.58%
5389,Italy,No job,Urban,3947,4090.58%
5391,France,No job,Urban,3947,4090.58%
5394,Italy,No job,Urban,3947,4090.58%
5395,Italy,No job,Urban,3947,4090.58%
5399,Denmark,No job,Urban,3947,4090.58%
5401,Slovenia,No job,Urban,3947,4090.58%
5405,Germany,No job,Urban,3947,4090.58%
5408,Ireland,No job,Rural,3947,4090.58%
5413,Great Britain,No job,Urban,3947,4090.58%
5414,Italy,No job,Urban,3947,4090.58%
5416,Spain,No job,Urban,3947,4090.58%
5419,Lithuania,No job,Urban,3947,4090.58%
5420,Greece,No job,Urban,3947,4090.58%
